0,0,0
0.000719998,1.512e-06,0.0042
0.00143998,6.04796e-06,0.0084
0.00215994,1.36078e-05,0.0126
0.00287986,2.41914e-05,0.0168
0.00359974,3.77986e-05,0.021
0.00431954,5.44291e-05,0.0252
0.00503927,7.40827e-05,0.0294
0.00575892,9.67589e-05,0.0336
0.00647846,0.000122457,0.0378
0.00719788,0.000151178,0.042
0.00791718,0.000182919,0.0462
0.00863634,0.000217682,0.0504
0.00935535,0.000255465,0.0546
0.0100742,0.000296267,0.0588
0.0107929,0.000340087,0.063
0.0115113,0.000386926,0.0672
0.0122296,0.000436782,0.0714
0.0129477,0.000489655,0.0756
0.0136655,0.000545542,0.0798
0.0143831,0.000604444,0.084
0.0151004,0.00066636,0.0882
0.0158175,0.000731287,0.0924
0.0165343,0.000799226,0.0966
0.0172508,0.000870175,0.1008
0.0179669,0.000944132,0.105
0.0186828,0.0010211,0.1092
0.0193984,0.00110107,0.1134
0.0201136,0.00118404,0.1176
0.0208284,0.00127002,0.1218
0.0215429,0.001359,0.126
0.022257,0.00145098,0.1302
0.0229707,0.00154596,0.1344
0.023684,0.00164393,0.1386
0.0243969,0.0017449,0.1428
0.0251093,0.00184887,0.147
0.0258214,0.00195582,0.1512
0.0265329,0.00206577,0.1554
0.027244,0.0021787,0.1596
0.0279546,0.00229461,0.1638
0.0286647,0.00241352,0.168
0.0293743,0.0025354,0.1722
0.0300834,0.00266026,0.1764
0.030792,0.0027881,0.1806
0.0315,0.00291891,0.1848
0.0322075,0.0030527,0.189
0.0329143,0.00318945,0.1932
0.0336207,0.00332918,0.1974
0.0343264,0.00347187,0.2016
0.0350315,0.00361752,0.2058
0.035736,0.00376613,0.21
0.0364398,0.0039177,0.2142
0.0371431,0.00407222,0.2184
0.0378456,0.0042297,0.2226
0.0385475,0.00439013,0.2268
0.0392488,0.0045535,0.231
0.0399493,0.00471981,0.2352
0.0406491,0.00488907,0.2394
0.0413482,0.00506127,0.2436
0.0420466,0.00523639,0.2478
0.0427442,0.00541446,0.252
0.0434411,0.00559544,0.2562
0.0441372,0.00577936,0.2604
0.0448326,0.0059662,0.2646
0.0455271,0.00615595,0.2688
0.0462208,0.00634862,0.273
0.0469138,0.00654421,0.2772
0.0476059,0.0067427,0.2814
0.0482971,0.00694409,0.2856
0.0489875,0.00714839,0.2898
0.0496771,0.00735559,0.294
0.0503657,0.00756568,0.2982
0.0510535,0.00777866,0.3024
0.0517404,0.00799453,0.3066
0.0524264,0.00821328,0.3108
0.0531114,0.00843491,0.315
0.0537955,0.00865941,0.3192
0.0544787,0.00888679,0.3234
0.0551608,0.00911703,0.3276
0.0558421,0.00935014,0.3318
0.0565223,0.0095861,0.336
0.0572015,0.00982492,0.3402
0.0578798,0.0100666,0.3444
0.058557,0.0103111,0.3486
0.0592331,0.0105585,0.3528
0.0599083,0.0108087,0.357
0.0605824,0.0110617,0.3612
0.0612554,0.0113176,0.3654
0.0619273,0.0115762,0.3696
0.0625981,0.0118377,0.3738
0.0632678,0.0121021,0.378
0.0639365,0.0123692,0.3822
0.0646039,0.0126391,0.3864
0.0652703,0.0129119,0.3906
0.0659355,0.0131874,0.3948
0.0665995,0.0134657,0.399
0.0672624,0.0137468,0.4032
0.067924,0.0140307,0.4074
0.0685845,0.0143174,0.4116
0.0692438,0.0146068,0.4158
0.0699018,0.014899,0.42
0.0705586,0.015194,0.4242
0.0712142,0.0154917,0.4284
0.0718685,0.0157922,0.4326
0.0725215,0.0160954,0.4368
0.0731733,0.0164014,0.441
0.0738237,0.0167101,0.4452
0.0744729,0.0170215,0.4494
0.0751207,0.0173356,0.4536
0.0757673,0.0176525,0.4578
0.0764125,0.0179721,0.462
0.0770563,0.0182944,0.4662
0.0776988,0.0186194,0.4704
0.0783399,0.018947,0.4746
0.0789796,0.0192774,0.4788
0.079618,0.0196105,0.483
0.0802549,0.0199462,0.4872
0.0808904,0.0202846,0.4914
0.0815245,0.0206257,0.4956
0.0821571,0.0209694,0.4998
0.0827883,0.0213158,0.504
0.0834181,0.0216648,0.5082
0.0840464,0.0220165,0.5124
0.0846731,0.0223708,0.5166
0.0852984,0.0227278,0.5208
0.0859222,0.0230873,0.525
0.0865445,0.0234495,0.5292
0.0871652,0.0238143,0.5334
0.0877845,0.0241817,0.5376
0.0884021,0.0245517,0.5418
0.0890182,0.0249243,0.546
0.0896328,0.0252994,0.5502
0.0902457,0.0256772,0.5544
0.0908571,0.0260575,0.5586
0.0914668,0.0264404,0.5628
0.092075,0.0268258,0.567
0.0926815,0.0272138,0.5712
0.0932864,0.0276043,0.5754
0.0938896,0.0279974,0.5796
0.0944912,0.028393,0.5838
0.0950911,0.0287911,0.588
0.0956893,0.0291918,0.5922
0.0962859,0.0295949,0.5964
0.0968807,0.0300006,0.6006
0.0974739,0.0304087,0.6048
0.0980653,0.0308193,0.609
0.098655,0.0312325,0.6132
0.0992429,0.031648,0.6174
0.0998291,0.0320661,0.6216
0.100414,0.0324866,0.6258
0.100996,0.0329096,0.63
0.101577,0.033335,0.6342
0.102156,0.0337628,0.6384
0.102734,0.0341931,0.6426
0.103309,0.0346258,0.6468
0.103883,0.0350609,0.651
0.104454,0.0354984,0.6552
0.105024,0.0359383,0.6594
0.105593,0.0363806,0.6636
0.106159,0.0368253,0.6678
0.106723,0.0372723,0.672
0.107286,0.0377217,0.6762
0.107846,0.0381735,0.6804
0.108405,0.0386276,0.6846
0.108962,0.0390841,0.6888
0.109517,0.0395429,0.693
0.11007,0.0400041,0.6972
0.110621,0.0404675,0.7014
0.11117,0.0409333,0.7056
0.111717,0.0414013,0.7098
0.112262,0.0418717,0.714
0.112805,0.0423443,0.7182
0.113346,0.0428192,0.7224
0.113886,0.0432964,0.7266
0.114423,0.0437759,0.7308
0.114958,0.0442576,0.735
0.115491,0.0447415,0.7392
0.116022,0.0452277,0.7434
0.116551,0.0457161,0.7476
0.117078,0.0462067,0.7518
0.117603,0.0466996,0.756
0.118126,0.0471946,0.7602
0.118646,0.0476918,0.7644
0.119165,0.0481912,0.7686
0.119682,0.0486928,0.7728
0.120196,0.0491965,0.777
0.120708,0.0497024,0.7812
0.121219,0.0502105,0.7854
0.121727,0.0507207,0.7896
0.122232,0.051233,0.7938
0.122736,0.0517474,0.798
0.123238,0.052264,0.8022
0.123737,0.0527826,0.8064
0.124234,0.0533034,0.8106
0.124729,0.0538262,0.8148
0.125222,0.0543511,0.819
0.125713,0.054878,0.8232
0.126201,0.0554071,0.8274
0.126687,0.0559381,0.8316
0.127171,0.0564712,0.8358
0.127653,0.0570064,0.84
0.128133,0.0575435,0.8442
0.12861,0.0580827,0.8484
0.129085,0.0586238,0.8526
0.129557,0.059167,0.8568
0.130028,0.0597121,0.861
0.130496,0.0602592,0.8652
0.130961,0.0608083,0.8694
0.131425,0.0613593,0.8736
0.131886,0.0619122,0.8778
0.132345,0.0624671,0.882
0.132345,0.0624671,0.882
0.133946,0.0644128,0.8822
0.135548,0.0663587,0.8824
0.137148,0.068305,0.8826
0.138749,0.0702516,0.8828
0.140349,0.0721985,0.883
0.141948,0.0741457,0.8832
0.143547,0.0760933,0.8834
0.145146,0.0780411,0.8836
0.146745,0.0799893,0.8838
0.148343,0.0819378,0.884
0.14994,0.0838867,0.8842
0.151538,0.0858358,0.8844
0.153134,0.0877853,0.8846
0.154731,0.0897351,0.8848
0.156327,0.0916852,0.885
0.157923,0.0936356,0.8852
0.159518,0.0955863,0.8854
0.161113,0.0975374,0.8856
0.162707,0.0994888,0.8858
0.164302,0.10144,0.886
0.165895,0.103393,0.8862
0.167489,0.105345,0.8864
0.169082,0.107298,0.8866
0.170674,0.10925,0.8868
0.172266,0.111204,0.887
0.173858,0.113157,0.8872
0.17545,0.115111,0.8874
0.177041,0.117066,0.8876
0.178631,0.11902,0.8878
0.180221,0.120975,0.888
0.181811,0.12293,0.8882
0.183401,0.124886,0.8884
0.18499,0.126842,0.8886
0.186578,0.128798,0.8888
0.188167,0.130754,0.889
0.189755,0.132711,0.8892
0.191342,0.134668,0.8894
0.192929,0.136626,0.8896
0.194516,0.138583,0.8898
0.196102,0.140541,0.89
0.197688,0.1425,0.8902
0.199274,0.144458,0.8904
0.200859,0.146417,0.8906
0.202444,0.148377,0.8908
0.204028,0.150336,0.891
0.205612,0.152296,0.8912
0.207195,0.154257,0.8914
0.208779,0.156217,0.8916
0.210361,0.158178,0.8918
0.211944,0.160139,0.892
0.213526,0.162101,0.8922
0.215107,0.164063,0.8924
0.216689,0.166025,0.8926
0.218269,0.167987,0.8928
0.21985,0.16995,0.893
0.22143,0.171913,0.8932
0.22301,0.173877,0.8934
0.224589,0.175841,0.8936
0.226168,0.177805,0.8938
0.227746,0.179769,0.894
0.229324,0.181734,0.8942
0.230902,0.183699,0.8944
0.232479,0.185664,0.8946
0.234056,0.18763,0.8948
0.235633,0.189596,0.895
0.237209,0.191562,0.8952
0.238784,0.193529,0.8954
0.24036,0.195496,0.8956
0.241935,0.197463,0.8958
0.243509,0.19943,0.896
0.245083,0.201398,0.8962
0.246657,0.203366,0.8964
0.24823,0.205335,0.8966
0.249803,0.207304,0.8968
0.251376,0.209273,0.897
0.252948,0.211242,0.8972
0.25452,0.213212,0.8974
0.256091,0.215182,0.8976
0.257662,0.217152,0.8978
0.259233,0.219123,0.898
0.260803,0.221094,0.8982
0.262373,0.223065,0.8984
0.263942,0.225037,0.8986
0.265511,0.227009,0.8988
0.26708,0.228981,0.899
0.268648,0.230954,0.8992
0.270216,0.232927,0.8994
0.271784,0.2349,0.8996
0.273351,0.236873,0.8998
0.274917,0.238847,0.9
0.276484,0.240821,0.9002
0.278049,0.242796,0.9004
0.279615,0.244771,0.9006
0.28118,0.246746,0.9008
0.282745,0.248721,0.901
0.284309,0.250697,0.9012
0.285873,0.252673,0.9014
0.287436,0.254649,0.9016
0.288999,0.256626,0.9018
0.290562,0.258603,0.902
0.292124,0.26058,0.9022
0.293686,0.262558,0.9024
0.295248,0.264536,0.9026
0.296809,0.266514,0.9028
0.29837,0.268492,0.903
0.29993,0.270471,0.9032
0.30149,0.27245,0.9034
0.303049,0.27443,0.9036
0.304609,0.276409,0.9038
0.306167,0.27839,0.904
0.307726,0.28037,0.9042
0.309284,0.282351,0.9044
0.310841,0.284332,0.9046
0.312398,0.286313,0.9048
0.313955,0.288295,0.905
0.315512,0.290277,0.9052
0.317067,0.292259,0.9054
0.318623,0.294241,0.9056
0.320178,0.296224,0.9058
0.321733,0.298207,0.906
0.323287,0.300191,0.9062
0.324841,0.302175,0.9064
0.326395,0.304159,0.9066
0.327948,0.306143,0.9068
0.329501,0.308128,0.907
0.331053,0.310113,0.9072
0.332605,0.312098,0.9074
0.334157,0.314084,0.9076
0.335708,0.31607,0.9078
0.337259,0.318056,0.908
0.338809,0.320043,0.9082
0.340359,0.32203,0.9084
0.341909,0.324017,0.9086
0.343458,0.326005,0.9088
0.345007,0.327993,0.909
0.346556,0.329981,0.9092
0.348104,0.331969,0.9094
0.349651,0.333958,0.9096
