3.14159,0,0,0,0.14,2,0
-2.94367,0.126537,0.28,0.28,-0.24,0.2,2
-2.92713,0.0383352,0.3312,0.232,-0.66,1.7,3
2.42197,-0.838051,-0.2281,-0.89,-0.32,0.4,4
2.12803,-0.614215,-0.6097,-1.018,0.68,1.9,6
3.10345,1.5558,-1.3165,0.274,0.56,0.2,133
-2.85877,1.64249,-1.2505,0.386,-0.34,1.8,911
-1.42708,-0.0869733,-1.1065,-0.226,0.12,4.2,1154
1.82423,0.570632,-0.9973,0.278,0.54,1.4,1827
-2.64879,1.77274,-0.0789,1.034,-0.36,4.6,5236
2.80594,-1.96132,0.8687,-0.622,0.22,8.9,6645
0.247872,-0.237685,-0.003556,0.0556,9.26924e-310,0,6710
