0.0019,0.0488,0,0,0,4.7163,-1.26,3.77,0.092,0
0.00356539,0.0296682,0.0407275,-0.489054,-3.7607,2.51762,-1.07,5.65,0.083,16
-0.00625454,-0.0240996,0.0403016,-0.998887,-4.51025,-1.5683,-1.32,0.5,0.069,19
0.00284928,0.0126497,0.0391524,-1.45762,-4.72013,2.40123,-0.44,5.15,0.089,21
-0.000527349,0.0172662,0.0391617,-3.30044,-3.6661,1.93163,0.63,5.91,0.013,146
-0.0306663,-0.0309525,0.0250378,-0.84099,-2.74733,-3.37232,0.31,1.13,0.073,703
0.0556092,0.05423,0.0501693,-0.798435,-0.655529,2.17078,0.19,5.65,0.026,1330
0.027985,0.0203239,0.0771555,-1.23277,-1.80184,-0.353682,-0.94,1.38,0.091,1389
0.0236843,0.0102339,0.0797333,-1.12374,-1.01153,-1.58512,1.57,1.88,0.048,1869
-0.00285514,-0.00303522,-0.00100924,6.78752,11.3525,-16.5058,9.26924e-310,0,0.048,2265
