0.0019,0.0488,0,0,0,4.7163,0.19,1.01,0.036,0
0.00826958,-0.0594558,0.00755965,0.197545,-0.973576,-3.90523,-1.45,5.4,0.071,1
-0.00173822,0.00256887,0.0513945,0.318825,-4.65692,0.455267,-0.69,4.9,0.029,2
0.00961778,-0.0690375,-0.0277415,0.352556,0.322884,-3.44103,-0.06,2.51,0.038,4
0.0376649,0.00899151,-0.0913279,1.04441,2.70682,0.21851,0.38,6.03,0.09,11
0.128173,0.110262,0.0451123,1.19589,-0.324538,1.24262,-0.75,3.02,0.1,19
0.222539,0.0176003,0.0489667,0.73755,-1.21703,-1.0859,1.32,1.01,0.047,78
0.23586,-0.0428126,-0.00635863,-0.159776,-1.30398,-1.23243,-1.26,5.4,0.1,123
0.139111,-0.150274,-0.101267,-1.66906,-0.638458,-0.53237,0.38,1.38,0.032,124
0.0974506,-0.169227,-0.114885,-0.916388,-0.54385,-0.311353,1.57,1.88,0.099,159
-0.0188515,-0.130021,-0.0897941,-1.19154,1.5964,0.991232,-0.25,6.16,0.1,280
-0.00347606,-0.00145702,0.000852969,15.4086,15.548,5.81545,9.26895e-310,0,0.1,1255
