3.14159,0,0,0,-0.42,0.3,0
3.12283,-0.124114,-0.0189,-0.126,-0.8,0.3,2
3.05129,-0.349116,-0.0927,-0.366,0.06,6.8,8
2.91064,-0.245526,-1.1943,0.042,-0.6,1.1,9
2.50701,-0.400938,-1.5111,-0.618,0.88,2.2,34
-1.92235,1.39089,-0.7411,1.318,-0.9,2.2,49
-0.363105,0.653336,-0.0195,-0.662,0.68,0,80
-0.363105,0.653336,-0.0195,-0.662,0.38,0.5,480
-0.11519,0.356531,-0.303,-0.472,0.62,2.4,866
-1.42209,-1.70333,0.3498,1.016,-0.58,3.7,3535
-2.39306,-2.24071,0.1389,-1.13,0.64,2.9,5223
0.38723,-0.590766,-0.4469,0.726,-0.68,8.8,6478
0.236718,0.249123,-0.065786,0.0936,9.26924e-310,0,11577
