0.25000000000000000,0.16250000000000001,0.15707963267948966
103.00000000000000000,105.00000000000000000,106.00000000000000000,107.00000000000000000,108.00000000000000000,109.00000000000000000,110.00000000000000000,113.00000000000000000,114.00000000000000000,117.00000000000000000,119.00000000000000000,120.00000000000000000,121.00000000000000000,125.00000000000000000,126.00000000000000000,128.00000000000000000,131.00000000000000000,132.00000000000000000,133.00000000000000000,135.00000000000000000,136.00000000000000000,138.00000000000000000,139.00000000000000000,140.00000000000000000,141.00000000000000000,594.00000000000000000,595.00000000000000000,599.00000000000000000,606.00000000000000000,607.00000000000000000,609.00000000000000000,616.00000000000000000,617.00000000000000000,618.00000000000000000,619.00000000000000000,620.00000000000000000,622.00000000000000000,623.00000000000000000,625.00000000000000000,626.00000000000000000,627.00000000000000000,630.00000000000000000,631.00000000000000000,632.00000000000000000,634.00000000000000000,636.00000000000000000,637.00000000000000000,640.00000000000000000,642.00000000000000000,643.00000000000000000,665.00000000000000000,671.00000000000000000,692.00000000000000000,695.00000000000000000,700.00000000000000000,702.00000000000000000,723.00000000000000000,734.00000000000000000,735.00000000000000000,1587.00000000000000000
