3.14159,0,0,0,-0.24,0.6,0
3.09968,-0.13549,-0.0432,-0.144,0.02,4.8,1
-2.99143,-0.07258,-0.504,-0.048,0.42,1.9,4
-2.71223,0.265064,0.1629,0.75,-0.24,2.5,16
2.56474,-0.624312,1.2879,0.15,-0.02,8.4,21
2.55703,0.61771,1.8423,-0.018,-0.16,5.8,75
2.25864,0.232493,-0.9533,-0.946,0.5,3.8,101
-1.53533,-0.696689,-0.9381,0.954,-0.22,0.1,103
-1.60999,-0.796689,-0.8438,0.932,-0.86,0.6,287
-2.29629,-1.52158,-0.4394,0.416,-0.32,1.5,336
1.4103,-1.33386,-0.1754,-0.064,-0.1,0.5,500
0.863604,-0.868325,-0.2199,-0.114,-0.12,0.3,1946
0.63862,-0.638882,-0.2595,-0.15,-0.24,1,2064
0.33781,-0.00181208,-0.5295,-0.39,0.44,2.4,5959
-0.067672,-0.492649,-0.1983,0.666,-0.92,4.9,7000
-0.225852,-0.0360043,0.037796,0.0956,2.26347e-313,0,7895
