-0.1062,0,0.1106,0,0.8425,0,-0.313,1.021,0.032,0
-0.0749104,0.0287919,0.0959244,1.9965,0.857409,-1.00567,0.415,3.099,0.079,1
-0.0726582,-0.0786666,-0.0461381,-1.66828,-0.349279,1.02337,0.955,6.161,0.084,2
-0.0262311,-0.0460503,-0.040718,-3.13766,-2.50387,-1.07852,-1.148,5.922,0.011,3
-0.0565018,-0.0665844,-0.0466378,-2.36702,-1.34834,-0.140479,-0.631,4.874,0.05,5
-0.0996006,-0.0907725,-0.0201375,0.529362,0.116751,0.928383,0.714,2.128,0.015,7
-0.0852249,-0.0859518,-0.00463424,1.3983,0.54818,1.11184,0.328,5.627,0.072,10
-0.0990124,0.0338857,-0.0870477,-1.48234,-0.295132,-1.12007,-0.571,0.608,0.013,12
-0.113726,0.0298819,-0.0981199,-0.780472,-0.30824,-0.585795,0.869,4.117,0.073,64
-0.0620316,0.0122244,-0.0510078,2.82415,-0.344728,2.37884,0.729,4.748,0.0128,154
-0.00033506,0.000908375,-0.000356701,29.1381,-30.4168,26.1258,9.26897e-310,0,0.0128,158
