0.20000000000000001,0.13000000000000000,0.12566370614359174
86.00000000000000000,87.00000000000000000,88.00000000000000000,89.00000000000000000,90.00000000000000000,91.00000000000000000,92.00000000000000000,93.00000000000000000,97.00000000000000000,99.00000000000000000,100.00000000000000000,102.00000000000000000,103.00000000000000000,104.00000000000000000,105.00000000000000000,106.00000000000000000,107.00000000000000000,108.00000000000000000,109.00000000000000000,110.00000000000000000,112.00000000000000000,113.00000000000000000,117.00000000000000000,118.00000000000000000,123.00000000000000000,124.00000000000000000,127.00000000000000000,484.00000000000000000,485.00000000000000000,489.00000000000000000,491.00000000000000000,492.00000000000000000,493.00000000000000000,495.00000000000000000,496.00000000000000000,498.00000000000000000,500.00000000000000000,504.00000000000000000,506.00000000000000000,507.00000000000000000,509.00000000000000000,511.00000000000000000,512.00000000000000000,513.00000000000000000,514.00000000000000000,516.00000000000000000,517.00000000000000000,518.00000000000000000,520.00000000000000000,521.00000000000000000,523.00000000000000000,525.00000000000000000,526.00000000000000000,527.00000000000000000,528.00000000000000000,530.00000000000000000,531.00000000000000000,542.00000000000000000,558.00000000000000000,564.00000000000000000,567.00000000000000000,568.00000000000000000,569.00000000000000000,570.00000000000000000,575.00000000000000000,576.00000000000000000,578.00000000000000000,579.00000000000000000,584.00000000000000000,585.00000000000000000,593.00000000000000000,594.00000000000000000,596.00000000000000000,597.00000000000000000,598.00000000000000000,599.00000000000000000,602.00000000000000000,611.00000000000000000,612.00000000000000000,633.00000000000000000,634.00000000000000000,635.00000000000000000,636.00000000000000000,654.00000000000000000,1283.00000000000000000,1303.00000000000000000,1309.00000000000000000,1310.00000000000000000,1393.00000000000000000,1394.00000000000000000
