0.0019,0.0488,0,0,0,4.7163,-0.0628319,2.07345,0.018,0
0.00492389,-0.00316142,0.0532196,0.255486,-4.29465,0.0980747,0.596903,2.13628,0.084,2
-0.00599921,-0.054678,0.00720769,0.0845368,-2.36311,-3.42318,0.596903,4.96372,0.078,3
0.0110763,0.0519806,0.0547253,-0.992167,-1.70166,2.72868,-1.03673,1.5708,0.047,15
-0.0235245,-0.0478964,0.0287733,0.408598,-0.366492,-3.93626,-0.0628319,3.51858,0.044,825
0.0269739,0.0659032,0.0564962,0.048682,-0.0151093,2.95864,0.785398,5.27788,0.064,973
0.0193161,0.00816174,0.0933146,-0.1885,-1.1394,-2.00291,1.03673,2.63894,0.002,1239
0.0189001,0.00585686,0.0891055,-0.228484,-1.16492,-2.20974,-1.44513,0.816814,0.017,2510
0.00767701,-0.0117711,0.0225679,-1.71215,-0.0257952,-7.5235,-0.911062,3.89557,0.0027,4896
-0.000556822,-0.00173765,-0.00418947,-5.46085,18.8761,-6.00162,9.26889e-310,0,0.0027,6056
