0.0019,0.0488,0,0,0,4.7163,1.3823,3.83274,0.065,0
0.00258568,0.020058,-0.0448199,0.415278,4.05454,2.27923,1.44513,3.26726,0.052,2
-0.00914724,-0.05873,-0.00286717,0.031653,0.313235,-3.83219,-1.5708,4.77522,0.076,10
-0.0136584,-0.0580205,0.000675373,-0.0052505,0.057472,-3.83714,0.534071,0.439823,0.028,13
0.0144554,0.0229185,-0.049725,1.30981,3.6706,1.78994,-1.00531,2.70177,0.055,61
-0.016811,-0.0339201,0.0223787,-0.303237,-1.48557,-4.89693,-0.0628319,5.7177,0.01,75
-0.00573878,-0.021986,-0.0289971,2.40487,3.99707,-3.74265,-1.00531,0.376991,0.095,143
-0.021305,-0.0430816,0.00267883,1.21833,1.47656,-4.42832,-1.09956,0.0628319,0.099,214
-0.00968658,-0.0252718,-0.0194844,2.98381,5.01895,-2.71403,-0.69115,0.879646,0.003,280
0.000756615,-0.00636654,-0.0239077,3.60508,7.06466,0.415437,0.659734,4.39823,0.076,510
-0.0109392,-0.0321394,0.0638591,0.867341,0.337056,-2.94165,1.5708,6.15752,0.0131,1602
0.00187008,-0.00279064,-0.00279036,-3.86222,19.3053,-7.22653,9.26889e-310,0,0.0131,2013
